1899 13838
342 937 4.0
342 953 1.0
342 1208 1.0
342 1452 1.0
343 4 4.0
343 14 3.0
343 35 1.0
343 38 11.0
343 49 4.0
343 52 4.0
343 58 2.0
343 62 8.0
343 64 5.0
343 65 5.0
343 67 3.0
343 74 1.0
343 76 8.0
343 83 6.0
343 87 1.0
343 89 3.0
343 90 3.0
343 97 2.0
343 100 2.0
343 102 3.0
343 103 1.0
343 138 1.0
343 195 3.0
343 197 2.0
343 199 7.0
343 204 12.0
343 214 3.0
343 222 1.0
343 226 10.0
343 235 2.0
343 242 2.0
343 243 2.0
343 257 1.0
343 262 1.0
343 269 2.0
343 277 1.0
343 292 2.0
343 344 2.0
343 353 1.0
343 444 10.0
343 452 1.0
343 462 3.0
343 467 2.0
343 518 1.0
343 574 15.0
343 579 3.0
343 580 3.0
343 581 3.0
343 582 2.0
343 636 4.0
343 637 1.0
343 640 2.0
343 692 2.0
343 711 1.0
343 712 1.0
343 714 3.0
343 718 4.0
343 724 1.0
343 731 1.0
343 759 4.0
343 760 2.0
343 777 9.0
343 796 2.0
343 800 1.0
343 805 2.0
343 818 2.0
343 851 1.0
343 864 1.0
343 867 3.0
343 868 5.0
343 960 2.0
343 976 1.0
343 1066 1.0
343 1076 3.0
343 1078 1.0
343 1110 2.0
343 1116 1.0
343 1161 3.0
343 1163 1.0
343 1176 1.0
343 1191 3.0
343 1286 3.0
343 1331 1.0
343 1341 1.0
343 1350 1.0
343 1354 2.0
343 1363 1.0
343 1365 1.0
343 1367 2.0
343 1409 2.0
343 1462 7.0
343 1475 1.0
343 1529 1.0
343 1542 1.0
343 1638 3.0
343 1656 1.0
343 1657 1.0
343 1658 1.0
343 1659 1.0
343 1664 1.0
344 330 1.0
344 635 6.0
345 38 13.0
345 65 4.0
345 67 6.0
345 76 21.0
345 83 4.0
345 224 1.0
345 336 1.0
345 718 1.0
345 765 1.0
345 913 4.0
345 1170 1.0
345 1286 5.0
346 43 28.0
346 62 5.0
346 64 2.0
346 65 7.0
346 70 1.0
346 89 2.0
346 99 3.0
346 103 2.0
346 204 3.0
346 215 5.0
346 244 2.0
346 347 1.0
346 444 5.0
346 462 4.0
346 467 2.0
346 718 4.0
346 731 2.0
346 759 7.0
346 795 3.0
346 851 1.0
346 913 4.0
346 1214 1.0
346 1286 2.0
346 1365 2.0
346 1676 1.0
348 35 10.0
348 102 12.0
348 214 2.0
348 269 1.0
348 759 3.0
348 1430 6.0
349 459 2.0
349 902 1.0
350 262 2.0
350 309 1.0
350 470 6.0
350 724 2.0
350 888 1.0
350 1331 3.0
351 35 2.0
351 70 2.0
351 76 4.0
351 94 8.0
351 111 1.0
351 325 2.0
351 444 1.0
351 716 2.0
351 718 1.0
351 961 14.0
351 1001 23.0
351 1014 2.0
351 1017 1.0
351 1110 2.0
351 1208 12.0
351 1253 3.0
351 1342 19.0
353 8 2.0
353 57 1.0
353 231 1.0
353 273 2.0
353 284 3.0
353 311 4.0
353 329 2.0
353 447 1.0
353 477 1.0
353 573 1.0
353 646 5.0
353 650 1.0
353 696 3.0
353 978 7.0
353 1482 2.0
353 1562 1.0
353 1710 1.0
354 4 3.0
354 49 5.0
354 70 1.0
354 76 2.0
354 94 1.0
354 100 1.0
354 102 2.0
354 103 1.0
354 204 5.0
354 210 1.0
354 232 7.0
354 243 1.0
354 262 1.0
354 309 1.0
354 335 1.0
354 339 2.0
354 461 2.0
354 640 1.0
354 690 2.0
354 698 1.0
354 712 3.0
354 718 5.0
354 867 3.0
354 904 5.0
354 961 2.0
354 1008 1.0
354 1035 1.0
354 1036 1.0
354 1110 2.0
354 1144 1.0
354 1355 1.0
354 1405 4.0
354 1672 3.0
356 8 1.0
356 35 2.0
356 49 1.0
356 243 3.0
356 462 1.0
356 581 1.0
356 1161 1.0
357 38 5.0
357 83 3.0
357 269 7.0
357 640 1.0
357 718 1.0
357 1115 1.0
358 4 6.0
358 38 3.0
358 43 4.0
358 49 3.0
358 76 4.0
358 200 5.0
358 204 2.0
358 269 13.0
358 444 5.0
358 579 1.0
358 867 2.0
358 1008 1.0
358 1512 2.0
358 1724 1.0
359 74 1.0
360 38 1.0
360 54 2.0
360 58 2.0
360 462 2.0
360 480 1.0
360 640 2.0
361 128 1.0
361 133 1.0
361 208 1.0
361 273 2.0
361 307 3.0
361 330 5.0
361 343 1.0
361 459 1.0
361 460 2.0
361 535 6.0
361 637 1.0
361 644 3.0
361 778 1.0
361 809 2.0
361 950 1.0
361 1118 3.0
361 1207 2.0
361 1292 1.0
362 81 19.0
362 106 3.0
362 232 1.0
362 253 9.0
362 279 8.0
363 10 1.0
363 44 27.0
363 202 2.0
363 236 13.0
363 269 9.0
363 582 20.0
363 771 1.0
363 808 1.0
363 1155 1.0
364 6 3.0
364 58 2.0
364 76 2.0
364 86 3.0
364 87 1.0
364 818 1.0
364 1463 2.0
364 1600 1.0
365 6 6.0
365 35 3.0
365 169 1.0
365 398 1.0
365 400 1.0
365 518 1.0
365 904 1.0
365 1320 1.0
365 1752 1.0
366 35 5.0
366 49 10.0
366 64 1.0
366 70 8.0
366 99 5.0
366 102 12.0
366 118 1.0
366 133 3.0
366 154 2.0
366 235 4.0
366 243 2.0
366 245 4.0
366 331 5.0
366 361 1.0
366 444 3.0
366 586 2.0
366 598 2.0
366 637 2.0
366 651 13.0
366 724 2.0
366 787 1.0
366 812 1.0
366 867 6.0
366 907 1.0
366 917 1.0
366 959 3.0
366 1014 1.0
366 1020 5.0
366 1510 1.0
367 81 4.0
367 279 7.0
367 962 1.0
368 4 3.0
368 35 6.0
368 49 7.0
368 204 2.0
368 353 4.0
368 585 7.0
368 655 2.0
368 813 3.0
368 917 3.0
368 961 6.0
368 1142 1.0
368 1405 2.0
369 137 2.0
369 204 1.0
369 461 12.0
369 718 1.0
369 904 5.0
369 1008 1.0
369 1430 1.0
370 35 10.0
370 49 4.0
370 64 4.0
370 71 1.0
370 92 3.0
370 97 2.0
370 204 2.0
370 232 5.0
370 236 2.0
370 337 1.0
370 444 2.0
370 586 7.0
370 623 1.0
370 716 1.0
370 725 6.0
370 917 3.0
370 1038 2.0
370 1155 3.0
370 1208 3.0
370 1214 2.0
370 1528 4.0
370 1739 1.0
371 575 2.0
374 35 1.0
374 277 1.0
374 1232 1.0
374 1680 1.0
374 1743 1.0
375 655 1.0
376 4 7.0
376 6 11.0
376 14 1.0
376 35 9.0
376 38 8.0
376 49 2.0
376 58 2.0
376 61 5.0
376 64 5.0
376 68 3.0
376 89 4.0
376 110 3.0
376 131 4.0
376 132 5.0
376 135 20.0
376 144 3.0
376 149 6.0
376 199 6.0
376 253 11.0
376 269 4.0
376 292 2.0
376 353 1.0
376 481 2.0
376 527 1.0
376 574 12.0
376 595 5.0
376 636 1.0
376 640 1.0
376 718 2.0
376 917 16.0
376 1003 1.0
376 1052 2.0
376 1164 20.0
376 1165 1.0
376 1279 3.0
376 1375 1.0
376 1405 4.0
376 1512 3.0
377 961 1.0
378 35 4.0
378 358 2.0
379 57 2.0
379 115 2.0
379 236 2.0
379 243 2.0
380 6 2.0
380 17 11.0
380 35 4.0
380 64 5.0
380 76 1.0
380 110 1.0
380 113 32.0
380 115 1.0
380 139 1.0
380 144 7.0
380 195 13.0
380 245 8.0
380 353 1.0
380 444 5.0
380 461 5.0
380 575 1.0
380 640 1.0
380 718 1.0
380 721 1.0
380 886 1.0
380 905 2.0
380 917 1.0
380 925 1.0
380 926 1.0
380 959 2.0
380 961 17.0
380 1007 3.0
380 1182 1.0
380 1334 3.0
380 1590 1.0
380 1595 1.0
381 6 3.0
381 35 16.0
381 49 3.0
381 725 2.0
382 6 1.0
382 25 3.0
382 27 16.0
382 35 30.0
382 62 1.0
382 92 13.0
382 155 11.0
382 232 12.0
382 253 19.0
382 269 9.0
382 444 3.0
382 585 1.0
382 594 1.0
382 651 4.0
382 799 3.0
382 1008 1.0
382 1425 25.0
383 59 1.0
383 358 5.0
383 821 1.0
384 27 2.0
384 37 1.0
384 86 3.0
384 304 1.0
384 334 2.0
384 343 1.0
384 376 8.0
384 382 6.0
384 431 1.0
384 492 4.0
384 535 2.0
384 537 1.0
384 546 1.0
384 572 1.0
384 626 3.0
384 635 2.0
384 817 3.0
384 999 1.0
384 1150 1.0
384 1263 1.0
384 1276 1.0
384 1383 1.0
384 1414 3.0
384 1510 1.0
384 1531 1.0
385 35 7.0
385 48 1.0
385 49 5.0
385 65 3.0
385 67 1.0
385 132 2.0
385 144 4.0
385 214 6.0
385 224 7.0
385 236 13.0
385 241 1.0
385 269 4.0
385 292 1.0
385 518 2.0
385 651 1.0
385 652 1.0
385 875 1.0
385 910 3.0
385 917 24.0
385 944 2.0
385 953 1.0
385 1020 5.0
385 1164 1.0
385 1336 1.0
385 1482 1.0
385 1807 1.0
386 159 1.0
386 376 4.0
386 384 3.0
386 654 1.0
386 812 3.0
387 35 4.0
387 70 2.0
387 74 6.0
387 195 2.0
387 224 2.0
387 241 5.0
387 470 4.0
387 499 2.0
387 592 2.0
387 630 2.0
387 634 6.0
387 716 2.0
387 813 5.0
387 832 1.0
387 927 47.0
387 949 4.0
387 1405 6.0
388 1529 1.0
389 27 12.0
389 35 4.0
389 49 1.0
389 97 2.0
389 113 2.0
389 155 5.0
389 162 3.0
389 241 2.0
389 253 17.0
389 269 5.0
389 353 1.0
389 382 15.0
389 867 6.0
389 904 4.0
390 118 4.0
390 129 1.0
390 479 2.0
391 4 4.0
391 6 1.0
391 43 12.0
391 49 13.0
391 60 6.0
391 64 9.0
391 76 13.0
391 83 1.0
391 87 1.0
391 99 2.0
391 103 1.0
391 120 8.0
391 126 1.0
391 142 1.0
391 144 2.0
391 199 5.0
391 204 2.0
391 211 1.0
391 215 2.0
391 224 2.0
391 236 14.0
391 243 2.0
391 361 3.0
391 462 1.0
391 493 1.0
391 497 6.0
391 575 1.0
391 598 1.0
391 604 1.0
391 640 1.0
391 730 2.0
391 773 2.0
391 786 12.0
391 790 1.0
391 796 4.0
391 813 3.0
391 867 1.0
391 904 1.0
391 905 1.0
391 909 2.0
391 926 2.0
391 959 5.0
391 1004 1.0
391 1037 1.0
391 1038 4.0
391 1118 3.0
391 1197 2.0
391 1278 1.0
391 1370 1.0
391 1405 7.0
391 1432 11.0
391 1473 1.0
391 1512 1.0
391 1517 3.0
391 1631 1.0
392 1003 1.0
392 1065 1.0
392 1362 1.0
393 38 2.0
393 54 11.0
393 204 1.0
393 575 1.0
393 595 6.0
393 917 7.0
393 1008 3.0
393 1440 1.0
393 1471 1.0
394 27 15.0
394 37 1.0
394 51 2.0
394 85 1.0
394 87 1.0
394 126 1.0
394 127 1.0
394 131 1.0
394 134 2.0
394 162 3.0
394 230 2.0
394 353 3.0
394 382 3.0
394 389 6.0
394 442 3.0
394 461 2.0
394 497 2.0
394 508 6.0
394 620 33.0
394 953 2.0
394 961 7.0
394 1155 1.0
394 1184 1.0
394 1276 3.0
394 1305 1.0
395 49 2.0
395 144 6.0
395 365 1.0
395 396 1.0
395 1144 1.0
395 1169 5.0
399 74 1.0
399 867 5.0
401 35 2.0
401 902 4.0
402 6 1.0
402 51 4.0
402 64 6.0
402 70 1.0
402 76 1.0
402 83 11.0
402 102 1.0
402 292 5.0
402 600 1.0
402 636 8.0
402 650 1.0
402 774 2.0
402 786 1.0
402 888 1.0
402 977 1.0
402 1078 3.0
402 1116 1.0
402 1164 12.0
402 1293 3.0
402 1554 2.0
402 1595 2.0
403 6 5.0
403 101 2.0
403 172 1.0
403 236 3.0
403 353 3.0
403 366 2.0
403 726 1.0
403 810 1.0
403 910 2.0
404 27 18.0
404 35 2.0
404 253 2.0
404 370 1.0
404 384 10.0
404 715 3.0
404 978 3.0
404 1204 1.0
404 1850 1.0
404 1851 4.0
406 348 1.0
406 392 1.0
406 944 3.0
406 1430 2.0
406 1581 1.0
407 4 1.0
407 35 8.0
407 51 2.0
407 64 7.0
407 76 4.0
407 145 1.0
407 164 3.0
407 175 1.0
407 248 2.0
407 404 4.0
407 598 3.0
407 634 1.0
407 664 1.0
407 788 3.0
407 832 8.0
407 867 3.0
407 910 1.0
409 6 1.0
411 17 7.0
411 23 2.0
411 35 7.0
411 49 75.0
411 51 2.0
411 58 1.0
411 60 4.0
411 61 7.0
411 64 1.0
411 74 1.0
411 76 2.0
411 81 1.0
411 101 1.0
411 104 1.0
411 120 26.0
411 132 5.0
411 155 5.0
411 160 1.0
411 163 4.0
411 195 9.0
411 214 1.0
411 232 7.0
411 241 14.0
411 253 8.0
411 382 2.0
411 384 2.0
411 456 88.0
411 470 4.0
411 581 1.0
411 585 19.0
411 594 4.0
411 632 3.0
411 651 1.0
411 655 2.0
411 669 1.0
411 671 6.0
411 702 1.0
411 766 1.0
411 785 1.0
411 786 1.0
411 849 2.0
411 867 23.0
411 871 1.0
411 890 3.0
411 904 5.0
411 917 2.0
411 949 2.0
411 957 1.0
411 961 7.0
411 1008 2.0
411 1020 18.0
411 1027 1.0
411 1104 6.0
411 1144 95.0
411 1184 4.0
411 1200 5.0
411 1201 2.0
411 1204 2.0
411 1208 1.0
411 1383 3.0
411 1392 2.0
411 1405 8.0
411 1419 2.0
411 1474 1.0
411 1550 8.0
411 1592 1.0
411 1870 1.0
412 35 2.0
412 1164 2.0
414 70 1.0
414 131 9.0
414 867 1.0
414 917 1.0
414 1185 2.0
414 1213 1.0
415 4 3.0
415 35 3.0
415 339 8.0
415 496 3.0
415 498 11.0
415 979 5.0
415 1090 2.0
415 1417 1.0
417 23 2.0
417 35 9.0
417 49 11.0
417 60 6.0
417 64 15.0
417 74 4.0
417 155 4.0
417 199 2.0
417 241 3.0
417 253 8.0
417 269 1.0
417 447 2.0
417 456 10.0
417 581 1.0
417 585 3.0
417 586 2.0
417 587 2.0
417 590 8.0
417 594 13.0
417 632 2.0
417 636 2.0
417 712 3.0
417 773 1.0
417 832 2.0
417 904 5.0
417 933 3.0
417 987 3.0
417 1164 1.0
417 1184 1.0
417 1185 1.0
417 1208 2.0
417 1213 1.0
417 1383 1.0
417 1405 6.0
417 1474 3.0
418 196 2.0
418 557 3.0
418 574 1.0
418 953 5.0
419 4 1.0
419 28 1.0
419 35 9.0
419 46 2.0
419 52 1.0
419 62 4.0
419 64 4.0
419 83 4.0
419 87 1.0
419 135 3.0
419 144 3.0
419 294 1.0
419 344 7.0
419 368 2.0
419 496 5.0
419 622 1.0
419 633 2.0
419 649 2.0
419 730 1.0
419 886 10.0
419 907 4.0
419 953 12.0
419 1027 2.0
419 1164 10.0
419 1213 11.0
419 1279 3.0
419 1299 5.0
419 1324 11.0
419 1362 2.0
419 1481 1.0
419 1536 2.0
419 1872 1.0
420 17 4.0
420 35 1.0
420 64 4.0
420 126 2.0
420 132 2.0
420 197 1.0
420 215 1.0
420 243 2.0
420 350 1.0
420 470 7.0
420 587 1.0
420 598 1.0
420 620 11.0
420 931 3.0
420 957 2.0
420 965 2.0
420 1020 2.0
420 1185 1.0
420 1376 3.0
420 1585 3.0
423 1721 1.0
428 4 3.0
428 6 1.0
428 35 8.0
429 15 6.0
430 74 4.0
430 243 1.0
430 590 1.0
430 717 1.0
430 1149 1.0
430 1259 1.0
430 1453 1.0
431 35 1.0
435 253 3.0
436 4 2.0
436 35 5.0
436 49 5.0
436 249 10.0
436 269 2.0
436 353 2.0
436 384 10.0
436 411 12.0
436 447 1.0
436 456 14.0
436 673 2.0
436 890 1.0
436 1184 3.0
436 1528 2.0
437 35 3.0
437 89 4.0
437 102 4.0
437 867 3.0
437 1386 2.0
437 1483 1.0
437 1515 4.0
438 251 3.0
441 40 1.0
443 4 3.0
443 42 1.0
443 47 1.0
443 60 1.0
443 193 6.0
443 195 3.0
443 199 1.0
443 234 2.0
443 794 1.0
443 864 4.0
443 867 5.0
443 1061 2.0
443 1062 1.0
443 1063 1.0
444 3 5.0
444 7 2.0
444 8 3.0
444 11 4.0
444 23 4.0
444 40 5.0
444 42 3.0
444 44 17.0
444 56 3.0
444 59 1.0
444 75 2.0
444 104 1.0
444 105 1.0
444 107 1.0
444 108 2.0
444 128 2.0
444 169 1.0
444 173 1.0
444 177 2.0
444 203 6.0
444 206 1.0
444 212 1.0
444 218 1.0
444 231 1.0
444 247 3.0
444 259 1.0
444 265 5.0
444 266 2.0
444 267 1.0
444 272 2.0
444 273 2.0
444 274 9.0
444 277 1.0
444 281 1.0
444 286 1.0
444 289 9.0
444 290 3.0
444 291 1.0
444 294 1.0
444 298 2.0
444 304 4.0
444 308 3.0
444 309 1.0
444 311 5.0
444 314 1.0
444 317 1.0
444 320 2.0
444 322 1.0
444 323 1.0
444 324 2.0
444 326 1.0
444 341 1.0
444 349 1.0
444 356 2.0
444 360 1.0
444 369 1.0
444 376 1.0
444 381 1.0
444 386 1.0
444 387 1.0
444 416 1.0
444 418 2.0
444 440 4.0
444 446 5.0
444 449 9.0
444 454 2.0
444 458 1.0
444 459 1.0
444 464 1.0
444 473 2.0
444 477 1.0
444 480 1.0
444 507 1.0
444 508 1.0
444 513 1.0
444 514 8.0
444 516 1.0
444 518 1.0
444 519 7.0
444 520 2.0
444 533 3.0
444 539 1.0
444 541 1.0
444 542 1.0
444 551 1.0
444 573 24.0
444 585 1.0
444 601 1.0
444 611 5.0
444 627 3.0
444 629 1.0
444 630 4.0
444 631 1.0
444 645 1.0
444 650 1.0
444 657 3.0
444 665 1.0
444 668 1.0
444 691 14.0
444 696 1.0
444 702 1.0
444 734 2.0
444 735 4.0
444 736 5.0
444 738 3.0
444 743 1.0
444 744 1.0
444 754 1.0
444 795 2.0
444 797 1.0
444 798 1.0
444 809 2.0
444 832 1.0
444 833 1.0
444 846 3.0
444 870 1.0
444 873 3.0
444 887 1.0
444 891 1.0
444 895 2.0
444 897 1.0
444 899 1.0
444 925 1.0
444 950 2.0
444 951 1.0
444 958 1.0
444 975 1.0
444 984 1.0
444 988 1.0
444 992 2.0
444 1030 2.0
444 1064 1.0
444 1079 1.0
444 1080 1.0
444 1081 1.0
444 1082 1.0
444 1083 2.0
444 1084 2.0
444 1085 2.0
444 1086 1.0
444 1088 1.0
444 1089 1.0
444 1090 1.0
444 1091 1.0
444 1093 1.0
444 1095 1.0
444 1096 1.0
444 1097 1.0
444 1098 1.0
444 1099 1.0
444 1104 10.0
444 1105 2.0
444 1106 2.0
444 1107 1.0
445 4 2.0
445 8 1.0
445 57 3.0
445 353 1.0
445 462 1.0
445 473 2.0
445 713 1.0
445 716 1.0
445 725 2.0
445 762 1.0
445 771 2.0
445 904 1.0
445 1073 1.0
445 1154 4.0
446 4 7.0
446 39 5.0
446 42 5.0
446 49 1.0
446 57 2.0
446 73 7.0
446 89 1.0
446 152 1.0
446 253 1.0
446 273 1.0
446 295 1.0
446 353 8.0
446 486 1.0
446 518 2.0
446 535 1.0
446 801 2.0
446 1015 1.0
446 1021 1.0
446 1116 1.0
446 1156 1.0
446 1157 2.0
446 1169 1.0
446 1170 4.0
447 49 1.0
447 56 4.0
447 70 2.0
447 193 2.0
447 199 6.0
447 202 1.0
447 1176 1.0
447 1177 1.0
448 4 7.0
448 81 2.0
448 93 1.0
448 102 4.0
448 193 2.0
448 214 1.0
448 235 1.0
448 245 3.0
448 253 6.0
448 269 2.0
448 444 8.0
448 759 1.0
448 786 3.0
448 794 3.0
448 867 1.0
448 888 1.0
448 908 1.0
448 1009 1.0
448 1183 1.0
449 707 1.0
449 867 4.0
450 42 2.0
450 47 2.0
450 52 1.0
450 54 3.0
450 61 6.0
450 62 22.0
450 64 1.0
450 65 3.0
450 67 5.0
450 141 1.0
450 204 14.0
450 215 1.0
450 235 1.0
450 236 2.0
450 262 3.0
450 331 2.0
450 573 3.0
450 625 13.0
450 700 3.0
450 746 2.0
450 806 2.0
450 905 1.0
450 1001 2.0
450 1065 1.0
450 1089 1.0
450 1155 13.0
450 1334 11.0
451 265 1.0
451 1394 1.0
452 71 3.0
452 217 1.0
452 262 3.0
452 478 1.0
452 867 4.0
452 957 1.0
453 57 2.0
453 292 2.0
453 308 56.0
453 716 2.0
453 868 10.0
453 913 4.0
453 953 9.0
455 3 3.0
455 6 5.0
455 44 7.0
455 52 1.0
455 76 7.0
455 277 2.0
455 444 18.0
455 518 3.0
455 533 1.0
455 645 1.0
455 752 1.0
455 795 1.0
455 873 13.0
455 1120 1.0
455 1283 1.0
455 1286 54.0
455 1342 2.0
455 1479 1.0
456 10 5.0
456 37 16.0
456 44 2.0
456 49 39.0
456 50 4.0
456 70 10.0
456 71 2.0
456 79 2.0
456 89 1.0
456 104 2.0
456 185 1.0
456 193 4.0
456 197 1.0
456 205 1.0
456 208 9.0
456 231 2.0
456 234 1.0
456 236 2.0
456 245 1.0
456 253 5.0
456 273 1.0
456 289 2.0
456 292 1.0
456 299 1.0
456 305 3.0
456 313 8.0
456 321 4.0
456 458 1.0
456 511 2.0
456 519 2.0
456 520 1.0
456 585 2.0
456 626 1.0
456 638 1.0
456 851 1.0
456 864 5.0
456 948 9.0
456 957 2.0
456 961 1.0
456 1362 2.0
456 1471 1.0
456 1482 1.0
457 17 3.0
457 444 3.0
457 718 5.0
457 1506 2.0
457 1507 1.0
458 201 7.0
459 76 4.0
459 89 4.0
459 100 1.0
459 204 4.0
459 223 1.0
459 235 2.0
459 309 1.0
459 450 2.0
459 625 8.0
459 718 2.0
459 971 2.0
459 1014 1.0
459 1064 1.0
459 1110 11.0
459 1253 4.0
460 58 7.0
460 68 1.0
460 76 16.0
460 89 3.0
460 114 1.0
460 158 3.0
460 211 5.0
460 235 3.0
460 240 1.0
460 907 1.0
460 931 1.0
460 953 3.0
460 1001 2.0
460 1065 2.0
460 1089 1.0
460 1208 2.0
460 1277 4.0
460 1288 27.0
460 1512 3.0
461 4 1.0
461 64 4.0
461 226 3.0
461 286 3.0
461 304 1.0
461 326 1.0
461 343 2.0
461 448 1.0
461 450 1.0
461 532 6.0
461 556 3.0
461 573 8.0
461 893 1.0
462 57 5.0
462 65 3.0
462 70 2.0
462 79 2.0
462 86 2.0
462 88 5.0
462 208 10.0
462 215 13.0
462 237 1.0
462 296 10.0
462 314 1.0
462 315 3.0
462 318 1.0
462 320 4.0
462 331 2.0
462 333 2.0
462 336 1.0
462 347 1.0
462 363 1.0
462 451 2.0
462 457 2.0
462 459 7.0
462 472 2.0
462 479 1.0
462 520 6.0
462 533 3.0
462 547 1.0
462 638 3.0
462 639 1.0
462 645 2.0
462 694 1.0
462 741 2.0
462 902 2.0
462 950 2.0
462 975 1.0
462 1000 1.0
462 1088 3.0
462 1172 2.0
462 1207 2.0
462 1354 1.0
462 1381 2.0
462 1400 1.0
462 1412 1.0
462 1460 1.0
462 1593 1.0
463 39 4.0
463 217 2.0
463 223 1.0
463 235 2.0
463 459 1.0
463 582 7.0
463 625 2.0
463 959 1.0
463 971 6.0
463 1366 3.0
464 15 2.0
464 232 9.0
464 873 2.0
465 4 2.0
465 38 18.0
465 43 30.0
465 49 2.0
465 223 1.0
465 235 9.0
465 253 24.0
465 262 6.0
465 444 12.0
465 718 1.0
465 721 1.0
465 864 1.0
465 865 1.0
465 975 2.0
465 1001 25.0
465 1286 3.0
466 4 18.0
466 18 1.0
466 41 1.0
466 42 1.0
466 47 2.0
466 57 1.0
466 60 3.0
466 64 1.0
466 70 2.0
466 71 23.0
466 76 3.0
466 97 2.0
466 99 1.0
466 120 1.0
466 142 2.0
466 196 8.0
466 197 4.0
466 199 7.0
466 210 14.0
466 214 4.0
466 236 25.0
466 241 11.0
466 243 3.0
466 313 11.0
466 330 7.0
466 334 6.0
466 444 19.0
466 450 1.0
466 492 1.0
466 574 15.0
466 604 5.0
466 625 18.0
466 718 4.0
466 721 1.0
466 723 1.0
466 747 15.0
466 805 2.0
466 864 14.0
466 907 2.0
466 913 4.0
466 917 2.0
466 946 2.0
466 956 1.0
466 957 15.0
466 971 1.0
466 1001 7.0
466 1089 1.0
466 1181 1.0
466 1331 2.0
466 1334 24.0
466 1405 77.0
467 283 2.0
467 314 2.0
467 315 3.0
467 316 3.0
467 321 8.0
467 331 1.0
467 333 6.0
467 347 3.0
467 441 2.0
467 450 5.0
467 635 4.0
467 652 1.0
467 668 2.0
467 674 1.0
467 732 1.0
467 831 1.0
467 972 1.0
467 1325 1.0
467 1604 1.0
468 113 1.0
468 231 3.0
468 335 1.0
468 605 1.0
468 810 1.0
468 917 1.0
469 335 5.0
469 632 1.0
470 64 1.0
470 104 7.0
470 225 2.0
470 226 4.0
470 243 3.0
470 274 1.0
470 286 3.0
470 311 1.0
470 336 3.0
470 342 3.0
470 355 2.0
470 392 1.0
470 414 1.0
470 515 2.0
470 661 1.0
470 886 7.0
470 1028 2.0
470 1049 1.0
470 1097 2.0
471 65 2.0
471 103 3.0
471 201 1.0
472 76 5.0
472 89 6.0
472 99 1.0
472 102 19.0
472 110 22.0
472 195 6.0
472 214 3.0
472 224 6.0
472 226 5.0
472 227 23.0
472 335 3.0
472 336 7.0
472 340 6.0
472 444 2.0
472 456 2.0
472 470 1.0
472 698 3.0
472 718 1.0
472 864 2.0
472 868 1.0
472 906 11.0
472 971 1.0
472 1078 1.0
472 1276 3.0
472 1286 3.0
472 1429 2.0
472 1430 6.0
473 6 1.0
473 54 4.0
473 57 7.0
473 74 2.0
473 89 1.0
473 204 1.0
473 339 2.0
473 703 4.0
473 771 1.0
473 891 1.0
473 1208 2.0
473 1253 4.0
475 124 3.0
475 298 1.0
475 299 2.0
475 315 26.0
475 324 1.0
475 331 2.0
475 336 5.0
475 450 6.0
475 466 19.0
475 747 9.0
475 796 2.0
475 886 4.0
475 950 18.0
475 958 3.0
475 1030 12.0
475 1362 2.0
475 1443 1.0
475 1698 1.0
475 1699 1.0
476 44 4.0
476 240 2.0
477 64 1.0
477 253 14.0
477 867 8.0
478 4 1.0
478 196 3.0
478 204 3.0
478 241 8.0
479 39 1.0
479 43 2.0
479 52 2.0
479 54 3.0
479 61 2.0
479 64 2.0
479 67 1.0
479 76 7.0
479 241 12.0
479 244 2.0
479 353 3.0
479 444 4.0
479 470 1.0
479 582 4.0
479 587 2.0
479 725 6.0
479 816 2.0
479 913 4.0
479 920 2.0
479 958 5.0
479 1405 3.0
479 1730 1.0
480 114 2.0
480 1211 5.0
481 148 1.0
481 227 4.0
481 309 1.0
481 336 1.0
482 6 1.0
482 23 5.0
482 57 1.0
482 74 1.0
482 83 2.0
482 94 2.0
482 102 1.0
482 111 1.0
482 115 1.0
482 195 6.0
482 196 3.0
482 199 1.0
482 227 3.0
482 231 2.0
482 232 25.0
482 236 10.0
482 243 1.0
482 244 1.0
482 245 1.0
482 289 1.0
482 339 2.0
482 351 2.0
482 378 1.0
482 444 2.0
482 470 2.0
482 481 1.0
482 586 1.0
482 598 1.0
482 625 1.0
482 640 1.0
482 652 1.0
482 698 1.0
482 716 1.0
482 759 2.0
482 794 2.0
482 904 8.0
482 961 8.0
482 967 1.0
482 1004 2.0
482 1006 1.0
482 1009 1.0
482 1253 7.0
482 1256 3.0
482 1441 3.0
482 1445 1.0
482 1463 1.0
483 4 2.0
483 8 1.0
483 50 1.0
483 57 1.0
483 196 4.0
483 271 1.0
483 274 1.0
483 292 1.0
483 311 2.0
483 336 1.0
483 337 2.0
483 482 20.0
483 1117 1.0
483 1294 2.0
484 82 1.0
484 122 1.0
484 343 3.0
484 346 4.0
484 455 2.0
484 465 3.0
484 598 1.0
484 966 1.0
485 4 2.0
485 44 8.0
485 70 1.0
485 87 2.0
485 235 8.0
485 245 12.0
485 582 3.0
485 587 1.0
485 1010 2.0
486 336 2.0
486 547 2.0
487 325 1.0
489 64 9.0
489 199 1.0
489 236 2.0
489 590 1.0
489 640 1.0
489 716 3.0
489 908 1.0
489 917 6.0
489 1463 1.0
489 1762 1.0
490 82 2.0
490 133 2.0
490 284 25.0
490 330 9.0
490 446 24.0
491 43 5.0
